Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
SPXW250310C06160000,SPXW250310C06160000,Buy,Filled,1,1,@1.20,1.20,DAY,02/28/2025 15:55:38 EST,02/28/2025 15:56:52 EST
SBUX Vertical,,Buy,Filled,1,1,@1.29,1.29,DAY,02/28/2025 15:50:31 EST,02/28/2025 15:50:53 EST
,SBUX250314P00115000,Buy,Filled,1,1,@1.86,1.86,DAY,02/28/2025 15:50:31 EST,02/28/2025 15:50:53 EST
,SBUX250314P00110000,Sell,Filled,1,1,@0.570,0.570,DAY,02/28/2025 15:50:31 EST,02/28/2025 15:50:53 EST
SPXW Vertical,,Buy,Filled,2,2,@0.400,0.400,DAY,02/28/2025 09:48:30 EST,02/28/2025 09:48:31 EST
,SPXW250304C06090000,Buy,Filled,2,2,@0.470,0.470,DAY,02/28/2025 09:48:30 EST,02/28/2025 09:48:31 EST
,SPXW250303C06135000,Sell,Filled,2,2,@0.070,0.070,DAY,02/28/2025 09:48:30 EST,02/28/2025 09:48:31 EST
SBUX250314P00110000,SBUX250314P00110000,Buy,Filled,1,1,@0.910,0.910,DAY,02/28/2025 09:34:59 EST,02/28/2025 09:35:15 EST
SPXW250303C06135000,SPXW250303C06135000,Buy,Filled,2,2,@0.350,0.350,DAY,02/27/2025 10:11:54 EST,02/27/2025 10:11:54 EST
SPXW250303C06135000,SPXW250303C06135000,Sell,Filled,1,1,@0.500,0.500,DAY,02/27/2025 09:51:05 EST,02/27/2025 09:51:17 EST
SPXW250303C06135000,SPXW250303C06135000,Sell,Cancelled,0,1,@0.600,,DAY,02/27/2025 09:43:24 EST,
SPXW250303C06135000,SPXW250303C06135000,Buy,Filled,1,1,@0.900,0.900,DAY,02/26/2025 15:50:50 EST,02/26/2025 15:50:50 EST
SPXW250306C06215000,SPXW250306C06215000,Sell,Filled,1,1,@0.750,0.750,GTC,02/26/2025 10:13:04 EST,02/26/2025 12:52:47 EST
SPXW250306C06215000,SPXW250306C06215000,Sell,Cancelled,0,1,@2.25,,GTC,02/26/2025 10:13:04 EST,
SPXW250306C06215000,SPXW250306C06215000,Buy,Filled,1,1,@0.750,0.750,DAY,02/25/2025 10:05:45 EST,02/25/2025 10:08:48 EST
SPXW250306C06220000,SPXW250306C06220000,Buy,Cancelled,0,1,@0.650,,DAY,02/25/2025 10:05:21 EST,
SPXW250227P05800000,SPXW250227P05800000,Sell,Cancelled,0,1,2.60,,DAY,02/25/2025 08:38:47 EST,
SPXW250227P05800000,SPXW250227P05800000,Sell,Filled,1,1,@2.70,2.70,DAY,02/25/2025 08:38:47 EST,02/25/2025 09:30:09 EST
SPXW250227P05800000,SPXW250227P05800000,Buy,Filled,1,1,@1.60,1.60,DAY,02/24/2025 15:10:31 EST,02/24/2025 15:16:03 EST
SPXW250225P05865000,SPXW250225P05865000,Sell,Filled,1,1,@1.70,1.70,DAY,02/20/2025 11:00:57 EST,02/20/2025 11:01:12 EST
SPXW250225P05865000,SPXW250225P05865000,Sell,Cancelled,0,1,1.60,,DAY,02/20/2025 10:55:14 EST,
SPXW250225P05865000,SPXW250225P05865000,Sell,Cancelled,0,1,@2.90,,DAY,02/20/2025 10:55:14 EST,
SPXW250225P05865000,SPXW250225P05865000,Sell,Cancelled,0,1,1.30,,GTC,02/20/2025 10:38:28 EST,
SPXW250225P05865000,SPXW250225P05865000,Sell,Cancelled,0,1,@2.10,,GTC,02/20/2025 10:38:28 EST,
SPXW250225P05865000,SPXW250225P05865000,Buy,Filled,1,1,@1.60,1.60,GTC,02/20/2025 10:37:41 EST,02/20/2025 10:38:07 EST
SPXW250225P05975000,SPXW250225P05975000,Buy,Cancelled,0,1,@3.70,,GTC,02/20/2025 10:35:40 EST,
SPXW250225P05800000,SPXW250225P05800000,Sell,Filled,1,1,@1.20,1.20,DAY,02/20/2025 10:14:25 EST,02/20/2025 10:14:44 EST
AAPL250228P00232500,AAPL250228P00232500,Sell,Filled,1,1,@0.420,0.420,DAY,02/20/2025 10:11:48 EST,02/20/2025 10:11:58 EST
AAPL250228P00232500,AAPL250228P00232500,Sell,Cancelled,0,1,0.350,,GTC,02/20/2025 10:11:20 EST,
AAPL250228P00232500,AAPL250228P00232500,Sell,Cancelled,0,1,@0.550,,GTC,02/20/2025 10:11:20 EST,
SPXW250225P05800000,SPXW250225P05800000,Sell,Cancelled,0,1,@2.00,,GTC,02/20/2025 10:11:04 EST,
SPXW250225P05800000,SPXW250225P05800000,Sell,Cancelled,0,1,0.900,,GTC,02/20/2025 10:11:04 EST,
SPXW250225P05800000,SPXW250225P05800000,Buy,Filled,1,1,@1.35,1.35,GTC,02/20/2025 10:10:13 EST,02/20/2025 10:10:27 EST
SPXW250221P05890000,SPXW250221P05890000,Buy,Cancelled,0,1,@0.950,,GTC,02/20/2025 10:08:28 EST,
SPXW250224P05955000,SPXW250224P05955000,Sell,Filled,1,1,@2.50,2.50,DAY,02/20/2025 10:05:51 EST,02/20/2025 10:05:51 EST
SPXW250224P05955000,SPXW250224P05955000,Sell,Filled,1,1,@1.15,1.15,DAY,02/20/2025 09:40:32 EST,02/20/2025 09:41:19 EST
SPXW250224P05955000,SPXW250224P05955000,Sell,Cancelled,0,1,@1.75,,GTC,02/20/2025 09:17:58 EST,
SPXW250224P05955000,SPXW250224P05955000,Sell,Cancelled,0,1,1.10,,GTC,02/20/2025 09:17:58 EST,
AAPL250228P00232500,AAPL250228P00232500,Buy,Filled,1,1,@0.390,0.390,GTC,02/19/2025 15:32:39 EST,02/19/2025 15:33:20 EST
SPXW250224P05640000,SPXW250224P05640000,Buy,Cancelled,0,1,@0.400,,GTC,02/19/2025 15:14:58 EST,
SPXW250224P05955000,SPXW250224P05955000,Sell,Cancelled,0,2,1.15,,GTC,02/19/2025 11:59:26 EST,
SPXW250224P05955000,SPXW250224P05955000,Sell,Cancelled,0,2,@2.30,,GTC,02/19/2025 11:59:26 EST,
SPXW Calendar,,Sell,Filled,2,2,-0.400,-0.400,DAY,02/19/2025 11:58:52 EST,02/19/2025 11:58:52 EST
,SPXW250224P05925000,Sell,Filled,2,2,@1.23,1.23,DAY,02/19/2025 11:58:52 EST,02/19/2025 11:58:52 EST
,SPXW250224P05955000,Buy,Filled,2,2,@1.63,1.63,DAY,02/19/2025 11:58:52 EST,02/19/2025 11:58:52 EST
SPXW250224P05925000,SPXW250224P05925000,Sell,Cancelled,0,2,@2.00,,GTC,02/19/2025 10:34:01 EST,
SPXW250224P05925000,SPXW250224P05925000,Sell,Cancelled,0,2,0.500,,GTC,02/19/2025 10:34:01 EST,
SPXW250224P05925000,SPXW250224P05925000,Buy,Filled,2,2,@1.45,1.45,GTC,02/19/2025 10:33:04 EST,02/19/2025 10:33:40 EST
SPX250221P06045000,SPX250221P06045000,Sell,Filled,1,1,@3.40,3.40,DAY,02/19/2025 10:15:48 EST,02/19/2025 10:30:30 EST
SPX250221P06045000,SPX250221P06045000,Sell,Cancelled,0,1,@5.00,,DAY,02/19/2025 10:15:48 EST,
SPX250221P06045000,SPX250221P06045000,Sell,Cancelled,0,1,@4.60,,DAY,02/19/2025 10:08:13 EST,
SPX250221P06045000,SPX250221P06045000,Sell,Cancelled,0,1,@10.00,,GTC,02/18/2025 14:10:14 EST,
SPX250221P06045000,SPX250221P06045000,Sell,Cancelled,0,1,6.00,,GTC,02/18/2025 14:10:14 EST,
SPX250221P06045000,SPX250221P06045000,Buy,Filled,1,1,@8.40,8.40,GTC,02/18/2025 14:08:23 EST,02/18/2025 14:08:36 EST
SPXW250220P05955000,SPXW250220P05955000,Sell,Filled,1,1,@0.900,0.900,DAY,02/18/2025 11:50:00 EST,02/18/2025 11:50:22 EST
SPXW250220P05955000,SPXW250220P05955000,Buy,Filled,1,1,@2.35,2.35,DAY,02/14/2025 13:44:53 EST,02/14/2025 13:45:00 EST
INTC250214P00016500,INTC250214P00016500,Sell,Cancelled,0,1,@0.010,,GTC,02/13/2025 08:02:26 EST,
SPXW250214P05920000,SPXW250214P05920000,Sell,Filled,1,1,@1.75,1.75,DAY,02/12/2025 14:33:46 EST,02/12/2025 14:34:07 EST
SPXW250214P05920000,SPXW250214P05920000,Sell,Cancelled,0,1,1.65,,DAY,02/12/2025 14:26:54 EST,
SPXW250214P05920000,SPXW250214P05920000,Sell,Cancelled,0,1,@2.75,,DAY,02/12/2025 14:26:54 EST,
SPXW250214P05920000,SPXW250214P05920000,Buy,Filled,1,1,@2.15,2.15,DAY,02/12/2025 14:25:07 EST,02/12/2025 14:26:26 EST
NVDA250221P00130000,NVDA250221P00130000,Buy,Cancelled,0,1,@2.91,,GTC,02/12/2025 09:53:52 EST,
SPXW250214P05745000,SPXW250214P05745000,Buy,Cancelled,0,1,@0.650,,GTC,02/12/2025 09:51:33 EST,
SPXW250214P05915000,SPXW250214P05915000,Sell,Filled,1,1,@7.30,7.30,DAY,02/12/2025 09:25:34 EST,02/12/2025 09:30:03 EST
SPXW250214P05820000,SPXW250214P05820000,Sell,Filled,1,1,@1.55,1.55,DAY,02/12/2025 08:00:17 EST,02/12/2025 09:35:43 EST
SPXW250214P05820000,SPXW250214P05820000,Buy,Filled,1,1,@0.850,0.850,GTC,02/11/2025 14:53:27 EST,02/11/2025 14:59:48 EST
SPXW250214P05915000,SPXW250214P05915000,Sell,Cancelled,0,1,@5.00,,GTC,02/11/2025 14:26:57 EST,
SPXW250214P05915000,SPXW250214P05915000,Sell,Cancelled,0,1,1.90,,GTC,02/11/2025 14:26:57 EST,
SPXW250214P05915000,SPXW250214P05915000,Buy,Filled,1,1,@3.00,3.00,DAY,02/11/2025 14:17:00 EST,02/11/2025 14:20:33 EST
SPXW250212P06000000,SPXW250212P06000000,Sell,Cancelled,0,1,@6.00,,DAY,02/11/2025 11:21:45 EST,
SPXW250212P06000000,SPXW250212P06000000,Sell,Filled,1,1,@4.60,4.60,DAY,02/11/2025 11:21:45 EST,02/11/2025 11:27:06 EST
SPXW250212P06000000,SPXW250212P06000000,Buy,Filled,1,1,@5.40,5.40,DAY,02/11/2025 10:59:47 EST,02/11/2025 10:59:47 EST
SPXW250214P05865000,SPXW250214P05865000,Sell,Filled,1,1,@1.45,1.45,DAY,02/11/2025 10:48:36 EST,02/11/2025 10:49:32 EST
SPXW250214P05865000,SPXW250214P05865000,Buy,Filled,1,1,@2.40,2.40,DAY,02/11/2025 09:37:17 EST,02/11/2025 09:38:22 EST
SPXW250212P05915000,SPXW250212P05915000,Sell,Filled,1,1,@1.35,1.35,DAY,02/11/2025 09:30:01 EST,02/11/2025 09:30:39 EST
SPXW250212P05915000,SPXW250212P05915000,Buy,Filled,1,1,@1.30,1.30,DAY,02/10/2025 15:43:00 EST,02/10/2025 15:43:02 EST
SPXW250212P05985000,SPXW250212P05985000,Buy,Cancelled,0,1,@5.70,,DAY,02/10/2025 15:41:41 EST,
SPXW250212P05990000,SPXW250212P05990000,Buy,Cancelled,0,1,@6.70,,DAY,02/10/2025 15:39:53 EST,
MSFT250228C00422500,MSFT250228C00422500,Buy,Cancelled,0,1,@3.15,,DAY,02/10/2025 15:32:58 EST,
SPXW250210P05870000,SPXW250210P05870000,Sell,Filled,1,1,@0.050,0.050,DAY,02/10/2025 11:59:01 EST,02/10/2025 12:08:21 EST
SPXW250210P05870000,SPXW250210P05870000,Sell,Cancelled,0,1,0.600,,GTC,02/07/2025 15:07:07 EST,
SPXW250210P05870000,SPXW250210P05870000,Sell,Cancelled,0,1,@3.00,,GTC,02/07/2025 15:07:07 EST,
SPXW250210P05870000,SPXW250210P05870000,Buy,Filled,1,1,@1.05,1.05,DAY,02/07/2025 15:05:57 EST,02/07/2025 15:05:57 EST
INTC250214P00016500,INTC250214P00016500,Sell,Cancelled,0,1,@0.020,,DAY,02/07/2025 12:18:36 EST,
INTC250214P00016500,INTC250214P00016500,Sell,Cancelled,0,1,@0.040,,DAY,02/06/2025 09:46:32 EST,
SPXW250207C06120000,SPXW250207C06120000,Sell,Filled,1,1,@7.40,7.40,GTC,02/06/2025 09:24:16 EST,02/06/2025 09:30:49 EST
SPXW250207C06120000,SPXW250207C06120000,Buy,Filled,1,1,@5.80,5.80,DAY,02/05/2025 15:57:36 EST,02/05/2025 15:57:47 EST
SPXW250207P05800000,SPXW250207P05800000,Sell,Cancelled,0,1,@2.00,,DAY,02/05/2025 08:01:16 EST,
SPXW250207P05800000,SPXW250207P05800000,Sell,Filled,1,1,@0.900,0.900,DAY,02/05/2025 08:01:16 EST,02/05/2025 09:36:08 EST
SPXW250207P05800000,SPXW250207P05800000,Buy,Filled,1,1,@1.35,1.35,GTC,02/04/2025 15:55:24 EST,02/04/2025 15:55:24 EST
INTC250214P00016500,INTC250214P00016500,Sell,Cancelled,0,1,@0.050,,DAY,02/04/2025 10:08:50 EST,
SPXW250206P05800000,SPXW250206P05800000,Sell,Filled,1,1,@0.850,0.850,DAY,02/04/2025 09:30:55 EST,02/04/2025 09:52:59 EST
SPXW250206P05800000,SPXW250206P05800000,Sell,Cancelled,0,1,@2.50,,DAY,02/04/2025 09:30:55 EST,
INTC250214P00016500,INTC250214P00016500,Sell,Cancelled,0,1,@0.040,,DAY,02/03/2025 15:10:42 EST,
SPXW250206P05800000,SPXW250206P05800000,Buy,Filled,1,1,@2.35,2.35,DAY,02/03/2025 15:00:02 EST,02/03/2025 15:00:29 EST
SPXW250205P05790000,SPXW250205P05790000,Sell,Filled,1,1,@3.30,3.30,GTC,02/03/2025 09:37:18 EST,02/03/2025 09:39:35 EST
SPXW250205P05790000,SPXW250205P05790000,Sell,Cancelled,0,1,@5.00,,GTC,02/03/2025 09:37:18 EST,
SPXW250205P05790000,SPXW250205P05790000,Buy,Filled,1,1,@3.80,3.80,GTC,02/03/2025 09:36:44 EST,02/03/2025 09:36:49 EST
SPXW250204P05820000,SPXW250204P05820000,Sell,Filled,1,1,@2.55,2.55,DAY,02/03/2025 09:32:14 EST,02/03/2025 09:32:44 EST
SPXW250204P05820000,SPXW250204P05820000,Buy,Filled,1,1,@3.80,3.80,DAY,02/03/2025 09:29:52 EST,02/03/2025 09:30:02 EST
SPXW250204P05805000,SPXW250204P05805000,Buy,Cancelled,0,1,@3.00,,DAY,02/03/2025 08:09:33 EST,
SPXW250204P05815000,SPXW250204P05815000,Buy,Cancelled,0,1,@3.80,,DAY,02/03/2025 08:09:19 EST,
SPXW250203P05725000,SPXW250203P05725000,Buy,Cancelled,0,1,@0.300,,GTC,02/02/2025 23:05:43 EST,
SPXW250203P05945000,SPXW250203P05945000,Sell,Filled,1,1,@4.90,4.90,DAY,01/31/2025 15:29:04 EST,01/31/2025 15:29:25 EST
SPXW250203P05945000,SPXW250203P05945000,Sell,Cancelled,0,1,3.80,,DAY,01/31/2025 15:17:44 EST,
SPXW250203P05945000,SPXW250203P05945000,Sell,Cancelled,0,1,@5.20,,DAY,01/31/2025 15:17:44 EST,
SPXW250203P05945000,SPXW250203P05945000,Buy,Filled,1,1,@4.00,4.00,DAY,01/31/2025 15:17:04 EST,01/31/2025 15:17:05 EST
SPXW250203P05955000,SPXW250203P05955000,Buy,Cancelled,0,1,@5.00,,DAY,01/31/2025 15:16:03 EST,
INTC250214C00024000,INTC250214C00024000,Sell,Filled,1,1,@0.090,0.090,DAY,01/31/2025 09:31:00 EST,01/31/2025 09:32:01 EST
INTC250214C00024000,INTC250214C00024000,Sell,Cancelled,0,1,@0.290,,DAY,01/31/2025 09:30:13 EST,
SPXW250131P06035000,SPXW250131P06035000,Buy,Cancelled,0,1,@5.30,,GTC,01/30/2025 18:57:40 EST,
INTC250214C00024000,INTC250214C00024000,Buy,Filled,1,1,@0.320,0.320,DAY,01/30/2025 15:38:43 EST,01/30/2025 15:39:01 EST
INTC250214P00016500,INTC250214P00016500,Buy,Filled,1,1,@0.180,0.180,DAY,01/30/2025 15:38:22 EST,01/30/2025 15:39:09 EST
INTC250214C00021500,INTC250214C00021500,Sell,Cancelled,0,1,0.600,,DAY,01/30/2025 09:39:18 EST,
INTC250214C00021500,INTC250214C00021500,Sell,Filled,1,1,@0.800,0.800,DAY,01/30/2025 09:39:18 EST,01/30/2025 12:35:54 EST
INTC250214C00021500,INTC250214C00021500,Buy,Filled,1,1,@0.780,0.780,GTC,01/29/2025 15:44:25 EST,01/29/2025 15:44:25 EST
MNST250214C00049000,MNST250214C00049000,Sell,Cancelled,0,1,0.700,,DAY,01/29/2025 09:17:58 EST,
MNST250214C00049000,MNST250214C00049000,Sell,Filled,1,1,@1.00,1.00,DAY,01/29/2025 09:17:58 EST,01/29/2025 09:31:40 EST
MNST250214C00049000,MNST250214C00049000,Buy,Filled,1,1,@0.850,0.850,GTC,01/28/2025 15:27:59 EST,01/28/2025 15:29:38 EST
MARA250207P00017500,MARA250207P00017500,Sell,Filled,1,1,@0.650,0.650,DAY,01/28/2025 10:10:06 EST,01/28/2025 14:46:41 EST
MARA250207P00017500,MARA250207P00017500,Sell,Cancelled,0,1,@1.10,,DAY,01/28/2025 10:10:06 EST,
MARA250207C00019500,MARA250207C00019500,Sell,Filled,1,1,@0.670,0.670,DAY,01/28/2025 09:56:21 EST,01/28/2025 09:56:58 EST
MARA250207C00019500,MARA250207C00019500,Buy,Filled,1,1,@0.760,0.760,DAY,01/27/2025 15:51:25 EST,01/27/2025 15:51:45 EST
MARA250207P00017500,MARA250207P00017500,Buy,Filled,1,1,@0.840,0.840,DAY,01/27/2025 15:50:12 EST,01/27/2025 15:50:12 EST
NKE250207C00081000,NKE250207C00081000,Buy,Cancelled,0,1,@0.060,,GTC,01/27/2025 10:44:23 EST,
NKE250207C00076000,NKE250207C00076000,Sell,Cancelled,0,1,0.600,,GTC,01/27/2025 10:14:13 EST,
NKE250207C00076000,NKE250207C00076000,Sell,Filled,1,1,@0.950,0.950,GTC,01/27/2025 10:14:13 EST,01/27/2025 10:21:34 EST
NKE250207C00076000,NKE250207C00076000,Buy,Filled,1,1,@0.770,0.770,GTC,01/27/2025 10:11:02 EST,01/27/2025 10:11:50 EST
SOUN250207P00013000,SOUN250207P00013000,Sell,Filled,1,1,@0.580,0.580,DAY,01/27/2025 09:57:54 EST,01/27/2025 09:58:18 EST
SOUN250207P00013000,SOUN250207P00013000,Sell,Cancelled,0,1,@0.800,,GTC,01/27/2025 09:51:20 EST,
SOUN250207P00013000,SOUN250207P00013000,Sell,Cancelled,0,1,0.460,,GTC,01/27/2025 09:51:20 EST,
SOUN250207P00013000,SOUN250207P00013000,Buy,Filled,1,1,@0.570,0.570,GTC,01/27/2025 09:49:54 EST,01/27/2025 09:50:39 EST
NVDA250207P00128000,NVDA250207P00128000,Buy,Cancelled,0,3,@0.600,,DAY,01/27/2025 09:29:24 EST,
NVDA250131P00130000,NVDA250131P00130000,Buy,Cancelled,0,1,@0.350,,DAY,01/27/2025 09:25:01 EST,
NVDA250207P00130000,NVDA250207P00130000,Buy,Cancelled,0,2,@0.800,,DAY,01/27/2025 09:24:05 EST,
BAC250207C00046500,BAC250207C00046500,Sell,Filled,1,1,@0.790,0.790,DAY,01/24/2025 09:59:44 EST,01/24/2025 10:00:02 EST
BAC250207C00046500,BAC250207C00046500,Buy,Filled,1,1,@0.770,0.770,DAY,01/23/2025 15:52:19 EST,01/23/2025 15:52:19 EST
CMG250207C00057000,CMG250207C00057000,Buy,Cancelled,0,1,@1.80,,GTC,01/22/2025 16:00:30 EST,
MARA250131C00021000,MARA250131C00021000,Sell,Filled,2,2,@0.630,0.630,GTC,01/21/2025 16:01:39 EST,01/22/2025 09:33:36 EST
MARA250131C00021000,MARA250131C00021000,Sell,Cancelled,0,2,@1.55,,GTC,01/21/2025 16:01:39 EST,
MARA Calendar,,Sell,Filled,2,2,0.380,0.380,DAY,01/21/2025 15:51:43 EST,01/21/2025 15:51:43 EST
,MARA250207C00021000,Sell,Filled,2,2,@1.18,1.18,DAY,01/21/2025 15:51:43 EST,01/21/2025 15:51:43 EST
,MARA250131C00021000,Buy,Filled,2,2,@0.800,0.800,DAY,01/21/2025 15:51:43 EST,01/21/2025 15:51:43 EST
MARA250207C00021000,MARA250207C00021000,Sell,Cancelled,0,2,1.00,,GTC,01/21/2025 13:37:10 EST,
MARA250207C00021000,MARA250207C00021000,Sell,Cancelled,0,2,@2.10,,GTC,01/21/2025 13:37:10 EST,
MARA250207C00021000,MARA250207C00021000,Buy,Filled,2,2,@1.39,1.39,GTC,01/21/2025 13:36:04 EST,01/21/2025 13:36:34 EST
AMD250131C00123000,AMD250131C00123000,Sell,Cancelled,0,1,@3.05,,GTC,01/17/2025 09:32:58 EST,
AMD250131C00123000,AMD250131C00123000,Sell,Filled,1,1,@2.71,2.71,GTC,01/17/2025 09:32:58 EST,01/17/2025 09:33:29 EST
AMD250131C00123000,AMD250131C00123000,Buy,Filled,1,1,@2.05,2.05,DAY,01/16/2025 15:47:15 EST,01/16/2025 15:47:25 EST
SMCI250131C00032000,SMCI250131C00032000,Sell,Cancelled,0,1,2.05,,GTC,01/15/2025 15:41:45 EST,
SMCI250131C00032000,SMCI250131C00032000,Sell,Filled,1,1,@2.60,2.60,GTC,01/15/2025 15:41:45 EST,01/16/2025 09:30:14 EST
SMCI250131C00032000,SMCI250131C00032000,Buy,Filled,1,1,@2.18,2.18,GTC,01/15/2025 15:40:06 EST,01/15/2025 15:40:14 EST
MARA250131C00017500,MARA250131C00017500,Sell,Filled,1,1,@1.61,1.61,GTC,01/14/2025 11:28:02 EST,01/15/2025 10:59:51 EST
MARA250131C00017500,MARA250131C00017500,Sell,Cancelled,0,1,@2.80,,GTC,01/14/2025 11:28:02 EST,
MARA250131C00017500,MARA250131C00017500,Buy,Filled,1,1,@1.38,1.38,DAY,01/14/2025 11:27:21 EST,01/14/2025 11:27:23 EST
NVDA250124C00136000,NVDA250124C00136000,Sell,Filled,1,1,@4.00,4.00,DAY,01/14/2025 09:31:01 EST,01/14/2025 09:38:53 EST
NVDA250124C00136000,NVDA250124C00136000,Sell,Cancelled,0,1,3.40,,DAY,01/14/2025 09:31:01 EST,
NVDA250124C00136000,NVDA250124C00136000,Sell,Cancelled,0,1,2.82,,GTC,01/13/2025 14:24:06 EST,
NVDA250124C00136000,NVDA250124C00136000,Sell,Cancelled,0,1,@6.00,,GTC,01/13/2025 14:24:06 EST,
NVDA250124C00136000,NVDA250124C00136000,Buy,Filled,1,1,@2.42,2.42,GTC,01/13/2025 13:44:24 EST,01/13/2025 13:44:25 EST
BBY250124P00083000,BBY250124P00083000,Sell,Filled,1,1,@1.70,1.70,DAY,01/10/2025 09:33:00 EST,01/10/2025 09:34:29 EST
BBY250124P00083000,BBY250124P00083000,Buy,Filled,1,1,@1.64,1.64,GTC,01/08/2025 15:38:17 EST,01/08/2025 15:38:28 EST
MARA250117P00019000,MARA250117P00019000,Sell,Filled,1,1,@1.24,1.24,DAY,01/08/2025 09:36:02 EST,01/08/2025 09:36:10 EST
MARA250117P00019000,MARA250117P00019000,Buy,Filled,1,1,@1.11,1.11,GTC,01/07/2025 15:58:13 EST,01/07/2025 15:58:43 EST
NVDA250117P00140000,NVDA250117P00140000,Buy,Cancelled,0,1,@3.65,,DAY,01/07/2025 12:07:46 EST,
SOUN250124C00019000,SOUN250124C00019000,Sell,Filled,1,1,@3.05,3.05,DAY,01/07/2025 09:30:10 EST,01/07/2025 09:30:49 EST
SOUN250124C00019000,SOUN250124C00019000,Buy,Filled,1,1,@2.90,2.90,GTC,01/06/2025 15:49:42 EST,01/06/2025 15:50:04 EST
SBUX250117C00093000,SBUX250117C00093000,Sell,Filled,1,1,@1.87,1.87,DAY,01/06/2025 09:57:52 EST,01/06/2025 09:58:49 EST
MARA250117C00018000,MARA250117C00018000,Sell,Filled,1,1,@2.58,2.58,DAY,01/06/2025 09:49:20 EST,01/06/2025 09:51:37 EST
SBUX250117C00093000,SBUX250117C00093000,Buy,Filled,1,1,@1.59,1.59,DAY,01/03/2025 15:36:48 EST,01/03/2025 15:37:12 EST
MARA250117C00018000,MARA250117C00018000,Sell,Filled,1,1,@2.21,2.21,DAY,01/03/2025 11:35:51 EST,01/03/2025 11:36:03 EST
MARA250117C00018000,MARA250117C00018000,Buy,Filled,2,2,@1.23,1.23,DAY,01/03/2025 09:57:38 EST,01/03/2025 09:58:06 EST
NVDA250110C00140000,NVDA250110C00140000,Sell,Filled,1,1,@3.80,3.80,DAY,01/03/2025 09:30:45 EST,01/03/2025 09:30:45 EST
NVDA250110C00140000,NVDA250110C00140000,Buy,Filled,1,1,@2.95,2.95,DAY,01/02/2025 15:52:15 EST,01/02/2025 15:52:30 EST
NKE250117P00074000,NKE250117P00074000,Sell,Filled,1,1,@1.50,1.50,DAY,01/02/2025 11:10:39 EST,01/02/2025 12:31:13 EST
NKE250117P00074000,NKE250117P00074000,Sell,Cancelled,0,1,0.980,,DAY,01/02/2025 11:10:39 EST,
NKE250117P00074000,NKE250117P00074000,Buy,Filled,1,1,@1.13,1.13,DAY,01/02/2025 11:10:00 EST,01/02/2025 11:10:00 EST
NKE250117C00077000,NKE250117C00077000,Sell,Filled,1,1,@0.670,0.670,DAY,01/02/2025 11:07:55 EST,01/02/2025 11:08:28 EST
NKE250117C00077000,NKE250117C00077000,Buy,Filled,1,1,@0.820,0.820,DAY,01/02/2025 10:37:42 EST,01/02/2025 10:37:42 EST
MARA250110P00017000,MARA250110P00017000,Sell,Filled,1,1,@1.00,1.00,GTC,12/27/2024 13:31:08 EST,12/30/2024 09:59:04 EST
MARA250110P00017000,MARA250110P00017000,Sell,Cancelled,0,1,0.350,,GTC,12/27/2024 13:31:08 EST,
MARA250110P00017000,MARA250110P00017000,Buy,Filled,1,1,@0.680,0.680,GTC,12/27/2024 13:30:34 EST,12/27/2024 13:30:40 EST
QSI250117P00003000,QSI250117P00003000,Buy,Cancelled,0,1,@0.650,,GTC,12/27/2024 13:24:05 EST,
RGTI250103C00017500,RGTI250103C00017500,Buy,Cancelled,0,1,@2.50,,GTC,12/27/2024 13:09:16 EST,
BBY250117P00085000,BBY250117P00085000,Sell,Filled,1,1,@1.06,1.06,DAY,12/27/2024 09:31:19 EST,12/27/2024 10:01:43 EST
BBY Vertical,,Buy,Filled,1,1,0.820,0.820,DAY,12/26/2024 14:27:58 EST,12/26/2024 14:27:58 EST
,BBY250117P00085000,Buy,Filled,1,1,@0.830,0.830,DAY,12/26/2024 14:27:58 EST,12/26/2024 14:27:58 EST
,BBY250103P00083000,Sell,Filled,1,1,@0.010,0.010,DAY,12/26/2024 14:27:58 EST,12/26/2024 14:27:58 EST
BBY250103P00083000,BBY250103P00083000,Sell,Cancelled,0,1,@0.220,,DAY,12/26/2024 09:47:32 EST,
C250110C00070000,C250110C00070000,Sell,Filled,1,1,@1.64,1.64,DAY,12/26/2024 09:35:36 EST,12/26/2024 09:36:15 EST
BBY250103P00083000,BBY250103P00083000,Sell,Cancelled,0,1,@0.250,,GTC,12/26/2024 09:31:44 EST,
C250110C00070000,C250110C00070000,Sell,Cancelled,0,1,1.50,,GTC,12/26/2024 09:28:33 EST,
C250110C00070000,C250110C00070000,Sell,Cancelled,0,1,@2.00,,GTC,12/26/2024 09:28:33 EST,
BBY250103P00083000,BBY250103P00083000,Sell,Cancelled,0,1,@0.880,,DAY,12/23/2024 09:56:59 EST,
C250110C00070000,C250110C00070000,Buy,Filled,1,1,@1.48,1.48,GTC,12/20/2024 15:28:20 EST,12/20/2024 15:28:20 EST
BBY250103P00083000,BBY250103P00083000,Sell,Cancelled,0,1,@3.00,,DAY,12/20/2024 09:46:18 EST,
BBY250103P00083000,BBY250103P00083000,Sell,Cancelled,0,1,@2.44,,DAY,12/20/2024 09:42:10 EST,
BBY250103P00083000,BBY250103P00083000,Sell,Cancelled,0,1,@1.39,,DAY,12/20/2024 09:30:49 EST,
